"Kód štátu";"Názov štátu";"Kód oblasti";"Kód kraja";"Názov oblasti";"Názov kraja";"Pohlavie";"Ekonomické vekové skupiny";"Vzdelanie";"abs."
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);11
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);8416
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";36786
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";1891
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;556
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);nezistené;1669
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);144
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;1936
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;17513
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);2
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);2242
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;10760
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1917
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);43
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1812
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;8760
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;4315
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1642
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);914
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);545
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);4
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);221
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";4181
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";253
SK0;Slovenská republika;SK02;SK021;Západné Slovensko;Trnavský kraj;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;108
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;predproduktívny vek (0-14 rokov);nezistené;426
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;11530
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;8
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;29750
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);nezistené;10650
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);213
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;2817
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;15308
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);642
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);3186
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;47737
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;5488
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);81
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;22011
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;32761
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;8535
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);2
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);10467
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);981
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);912
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);17
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);5769
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";27522
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";1489
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;569
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);nezistené;1384
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);98
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;445
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;3557
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);7
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);1061
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;17072
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1262
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);84
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;3236
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;6367
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;926
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1581
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);346
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);406
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);6
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);244
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";6301
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";366
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;41
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;predproduktívny vek (0-14 rokov);nezistené;334
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;11326
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;14
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;28109
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);nezistené;6708
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);172
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;2303
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;15929
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);170
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);2648
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;30820
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;4102
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);84
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;12523
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;37999
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;13384
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);3
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);9091
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);2278
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);1886
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);13
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);9809
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";38034
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";1427
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;475
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);nezistené;1756
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);164
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;1336
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;15296
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);3020
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;14049
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1987
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);74
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2436
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;11396
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;3873
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1885
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);910
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);585
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);7
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);283
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";4844
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";167
SK0;Slovenská republika;SK02;SK022;Západné Slovensko;Trenčiansky kraj;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;94
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;predproduktívny vek (0-14 rokov);nezistené;514
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;13611
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;7
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;33937
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);nezistené;15307
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);331
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;5726
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;22935
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);603
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);4593
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;54745
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;7637
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);119
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;20595
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;35927
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;10640
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);4
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);10699
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);1407
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);1017
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);17
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);6298
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";31202
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";2084
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;858
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);nezistené;1898
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);161
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;962
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;5630
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);7
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);1278
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;18204
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1531
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);122
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2971
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;6339
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;1366
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1346
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);333
SK0;Slovenská republika;SK02;SK023;Západné Slovensko;Nitriansky kraj;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);426
