"Kód štátu";"Názov štátu";"Pohlavie";"5-ročné vekové skupiny";"Vzdelanie";"Zamestnanie (ISCO - triedy)";"abs."
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;6
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Technici v oblasti informačných a komunikačných technológií;8
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Všeobecní administratívni pracovníci a zapisovatelia;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Administratívni pracovníci v zákazníckych službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Administratívni pracovníci na záznam číselných a skladových údajov;46
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Ostatní pomocní administratívni pracovníci;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Pracovníci v osobných službách;23
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Predavači;20
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Pracovníci v oblasti osobnej starostlivosti;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Pracovníci verejnej ochrany a bezpečnostných služieb;5
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Farmári, rybári, poľovníci a zberači úrody (samozásobovatelia);1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;41
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;115
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Umeleckí a ruční remeselníci a tlačiari;7
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Elektrikári a elektronici;46
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;10
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Operátori stacionárnych strojov a zariadení;46
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Montážni robotníci;62
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Vodiči a obsluha pojazdných strojných zariadení;36
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Upratovači a pomocníci;3
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;26
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Pomocní pracovníci pri príprave jedla;6
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;nezistené;170
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Ostatné ozbrojené sily;26
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;3
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;3
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Špecialisti v oblasti vedy a techniky;9
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Špecialisti v zdravotníctve;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Učitelia a odborní pedagogickí pracovníci;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Špecialisti administratívnych, podporných a obchodných činností;11
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Špecialisti v oblasti informačných a komunikačných technológií;10
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Technici a odborní pracovníci v oblasti vedy a techniky;52
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Odborní pracovníci v zdravotníctve;17
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Odborní pracovníci administratívnych, podporných a obchodných činností;30
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;13
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Technici v oblasti informačných a komunikačných technológií;18
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Všeobecní administratívni pracovníci a zapisovatelia;6
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Administratívni pracovníci v zákazníckych službách;8
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Administratívni pracovníci na záznam číselných a skladových údajov;57
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Ostatní pomocní administratívni pracovníci;4
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Pracovníci v osobných službách;36
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Predavači;55
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Pracovníci v oblasti osobnej starostlivosti;4
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Pracovníci verejnej ochrany a bezpečnostných služieb;12
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);4
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);3
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Farmári, rybári, poľovníci a zberači úrody (samozásobovatelia);1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;43
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;89
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Umeleckí a ruční remeselníci a tlačiari;5
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Elektrikári a elektronici;51
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;21
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Operátori stacionárnych strojov a zariadení;54
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Montážni robotníci;91
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Vodiči a obsluha pojazdných strojných zariadení;73
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Upratovači a pomocníci;3
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;45
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Pomocní pracovníci pri príprave jedla;9
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;17
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;nezistené;190
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Ostatné ozbrojené sily;24
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;3
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Špecialisti v oblasti vedy a techniky;4
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Učitelia a odborní pedagogickí pracovníci;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Špecialisti administratívnych, podporných a obchodných činností;6
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Špecialisti v oblasti informačných a komunikačných technológií;11
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Špecialisti v oblasti práva, sociálnych vecí a kultúry;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Technici a odborní pracovníci v oblasti vedy a techniky;5
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Odborní pracovníci v zdravotníctve;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Odborní pracovníci administratívnych, podporných a obchodných činností;13
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;19
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Technici v oblasti informačných a komunikačných technológií;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Všeobecní administratívni pracovníci a zapisovatelia;6
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Administratívni pracovníci v zákazníckych službách;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Administratívni pracovníci na záznam číselných a skladových údajov;15
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Ostatní pomocní administratívni pracovníci;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Pracovníci v osobných službách;5
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Predavači;22
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Pracovníci v oblasti osobnej starostlivosti;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Pracovníci verejnej ochrany a bezpečnostných služieb;7
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;9
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;8
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Elektrikári a elektronici;6
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou všeobecné;Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;2
