"Kód štátu";"Názov štátu";"Pohlavie";"Vek";"Vzdelanie";"Súčasná ekonomická aktivita";"abs."
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci (okrem dôchodcov);632
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;22
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba na materskej dovolenke;1
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba na rodičovskej dovolenke;6
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";nezamestnaný;12
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";študent vysokej školy;6
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba v domácnosti;25
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;3
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";príjemca kapitálových príjmov;1
SK0;Slovenská republika;žena;45;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";iná;1
SK0;Slovenská republika;žena;45;bez školského vzdelania – osoby vo veku 15 rokov a viac;pracujúci (okrem dôchodcov);14
SK0;Slovenská republika;žena;45;bez školského vzdelania – osoby vo veku 15 rokov a viac;nezamestnaný;21
SK0;Slovenská republika;žena;45;bez školského vzdelania – osoby vo veku 15 rokov a viac;osoba v domácnosti;10
SK0;Slovenská republika;žena;45;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;105
SK0;Slovenská republika;žena;46;nezistené;nezistené;1024
SK0;Slovenská republika;žena;46;nezistené;pracujúci (okrem dôchodcov);621
SK0;Slovenská republika;žena;46;nezistené;pracujúci dôchodca;58
SK0;Slovenská republika;žena;46;nezistené;osoba na rodičovskej dovolenke;5
SK0;Slovenská republika;žena;46;nezistené;osoba v domácnosti;70
SK0;Slovenská republika;žena;46;nezistené;dôchodca;78
SK0;Slovenská republika;žena;46;nezistené;príjemca kapitálových príjmov;6
SK0;Slovenská republika;žena;46;nezistené;iná;1
SK0;Slovenská republika;žena;46;základné vzdelanie (bližšie neuvedené);nezistené;3
SK0;Slovenská republika;žena;46;základné vzdelanie (bližšie neuvedené);nezamestnaný;74
SK0;Slovenská republika;žena;46;základné vzdelanie (bližšie neuvedené);osoba v domácnosti;1
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;nezistené;3
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;pracujúci (okrem dôchodcov);183
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;10
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;osoba na rodičovskej dovolenke;1
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;nezamestnaný;172
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;osoba v domácnosti;142
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;dôchodca;91
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;príjemca kapitálových príjmov;1
SK0;Slovenská republika;žena;46;základné vzdelanie - 1. stupeň základnej školy;iná;1
SK0;Slovenská republika;žena;46;základné vzdelanie - 2. stupeň základnej školy;nezistené;17
SK0;Slovenská republika;žena;46;základné vzdelanie - 2. stupeň základnej školy;pracujúci (okrem dôchodcov);768
SK0;Slovenská republika;žena;46;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;72
SK0;Slovenská republika;žena;46;základné vzdelanie - 2. stupeň základnej školy;osoba na rodičovskej dovolenke;5
SK0;Slovenská republika;žena;46;základné vzdelanie - 2. stupeň základnej školy;nezamestnaný;647
SK0;Slovenská republika;žena;46;základné vzdelanie - 2. stupeň základnej školy;osoba v domácnosti;448
SK0;Slovenská republika;žena;46;základné vzdelanie - 2. stupeň základnej školy;dôchodca;247
SK0;Slovenská republika;žena;46;základné vzdelanie - 2. stupeň základnej školy;iná;4
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);pracujúci (okrem dôchodcov);1
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);nezamestnaný;40
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);iná;3
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezistené;3
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci (okrem dôchodcov);411
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;22
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);osoba na rodičovskej dovolenke;3
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezamestnaný;91
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);osoba v domácnosti;124
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;51
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);príjemca kapitálových príjmov;1
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);iná;1
SK0;Slovenská republika;žena;46;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezistené;23
