"Kód štátu";"Názov štátu";"Pohlavie";"Vek";"Vzdelanie";"Súčasná ekonomická aktivita";"abs."
SK0;Slovenská republika;muž;42;základné vzdelanie (bližšie neuvedené);iná;4
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;nezistené;6
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;pracujúci (okrem dôchodcov);322
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;20
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;osoba na materskej dovolenke;1
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;nezamestnaný;111
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;osoba v domácnosti;180
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;dôchodca;81
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;príjemca kapitálových príjmov;2
SK0;Slovenská republika;muž;42;základné vzdelanie - 1. stupeň základnej školy;iná;10
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;nezistené;34
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;pracujúci (okrem dôchodcov);1149
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;59
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;osoba na materskej dovolenke;2
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;osoba na rodičovskej dovolenke;3
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;nezamestnaný;440
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;osoba v domácnosti;452
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;dôchodca;167
SK0;Slovenská republika;muž;42;základné vzdelanie - 2. stupeň základnej školy;iná;66
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);pracujúci (okrem dôchodcov);35
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);nezamestnaný;81
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;4
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);iná;48
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezistené;5
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci (okrem dôchodcov);462
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;19
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezamestnaný;68
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);osoba v domácnosti;96
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;30
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);iná;4
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezistené;45
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci (okrem dôchodcov);7907
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;362
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;osoba na materskej dovolenke;6
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;osoba na rodičovskej dovolenke;15
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezamestnaný;630
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;osoba v domácnosti;547
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;294
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;príjemca kapitálových príjmov;5
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;iná;24
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezistené;6
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci (okrem dôchodcov);1054
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;49
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;osoba na materskej dovolenke;2
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;osoba na rodičovskej dovolenke;2
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezamestnaný;110
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;osoba v domácnosti;64
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;28
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;42;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;iná;2
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou (bližšie neuvedené);nezistené;2
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci (okrem dôchodcov);8
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezistené;12
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci (okrem dôchodcov);4152
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;146
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;osoba na materskej dovolenke;5
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;osoba na rodičovskej dovolenke;10
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezamestnaný;224
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;študent vysokej školy;5
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;osoba v domácnosti;171
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;88
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;príjemca kapitálových príjmov;8
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;iná;4
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;nezistené;32
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;pracujúci (okrem dôchodcov);6522
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;227
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;osoba na materskej dovolenke;8
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;osoba na rodičovskej dovolenke;21
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;nezamestnaný;303
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;študent vysokej školy;15
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;osoba v domácnosti;188
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;dôchodca;112
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;príjemca kapitálových príjmov;27
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou odborné;iná;25
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;nezistené;8
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;pracujúci (okrem dôchodcov);1518
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;39
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;osoba na materskej dovolenke;5
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;osoba na rodičovskej dovolenke;4
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;nezamestnaný;75
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;študent vysokej školy;4
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;osoba v domácnosti;82
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;39
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;príjemca kapitálových príjmov;4
SK0;Slovenská republika;muž;42;úplné stredné vzdelanie s maturitou všeobecné;iná;5
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie (bližšie neuvedené);nezamestnaný;2
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezistené;6
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci (okrem dôchodcov);2649
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;115
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);osoba na materskej dovolenke;9
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);osoba na rodičovskej dovolenke;7
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezamestnaný;136
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);študent vysokej školy;3
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);osoba v domácnosti;83
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;46
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);príjemca kapitálových príjmov;8
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);iná;4
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);nezistené;1
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci (okrem dôchodcov);276
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;11
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);osoba na rodičovskej dovolenke;3
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);nezamestnaný;14
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);študent vysokej školy;2
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);osoba v domácnosti;7
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;5
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);iná;1
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);nezistené;2
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci (okrem dôchodcov);249
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;4
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);osoba na materskej dovolenke;1
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);osoba na rodičovskej dovolenke;1
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);nezamestnaný;8
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);študent vysokej školy;3
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);osoba v domácnosti;5
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;4
SK0;Slovenská republika;muž;42;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);príjemca kapitálových príjmov;4
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);nezistené;7
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci (okrem dôchodcov);921
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;29
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);osoba na materskej dovolenke;1
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);osoba na rodičovskej dovolenke;4
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);nezamestnaný;30
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);študent vysokej školy;25
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);osoba v domácnosti;33
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;8
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);príjemca kapitálových príjmov;4
SK0;Slovenská republika;muž;42;vysokoškolské vzdelanie - 1. stupeň (Bc.);iná;1
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";nezistené;58
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci (okrem dôchodcov);8320
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;155
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";osoba na materskej dovolenke;33
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";osoba na rodičovskej dovolenke;38
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";nezamestnaný;205
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";študent vysokej školy;20
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";osoba v domácnosti;128
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;35
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;92
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";iná;6
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";nezistené;4
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci (okrem dôchodcov);771
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;24
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba na materskej dovolenke;3
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba na rodičovskej dovolenke;4
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";nezamestnaný;23
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba v domácnosti;12
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;3
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";príjemca kapitálových príjmov;6
SK0;Slovenská republika;muž;42;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";iná;1
SK0;Slovenská republika;muž;42;bez školského vzdelania – osoby vo veku 15 rokov a viac;nezistené;1
SK0;Slovenská republika;muž;42;bez školského vzdelania – osoby vo veku 15 rokov a viac;pracujúci (okrem dôchodcov);35
SK0;Slovenská republika;muž;42;bez školského vzdelania – osoby vo veku 15 rokov a viac;pracujúci dôchodca;1
SK0;Slovenská republika;muž;42;bez školského vzdelania – osoby vo veku 15 rokov a viac;nezamestnaný;10
SK0;Slovenská republika;muž;42;bez školského vzdelania – osoby vo veku 15 rokov a viac;osoba v domácnosti;9
SK0;Slovenská republika;muž;42;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;123
SK0;Slovenská republika;muž;42;bez školského vzdelania – osoby vo veku 15 rokov a viac;iná;3
SK0;Slovenská republika;muž;43;nezistené;nezistené;1469
SK0;Slovenská republika;muž;43;nezistené;pracujúci (okrem dôchodcov);1392
SK0;Slovenská republika;muž;43;nezistené;pracujúci dôchodca;43
SK0;Slovenská republika;muž;43;nezistené;osoba na materskej dovolenke;3
SK0;Slovenská republika;muž;43;nezistené;osoba na rodičovskej dovolenke;4
SK0;Slovenská republika;muž;43;nezistené;nezamestnaný;1
SK0;Slovenská republika;muž;43;nezistené;osoba v domácnosti;45
SK0;Slovenská republika;muž;43;nezistené;dôchodca;81
SK0;Slovenská republika;muž;43;nezistené;príjemca kapitálových príjmov;8
SK0;Slovenská republika;muž;43;nezistené;iná;4
SK0;Slovenská republika;muž;43;základné vzdelanie (bližšie neuvedené);nezistené;1
SK0;Slovenská republika;muž;43;základné vzdelanie (bližšie neuvedené);pracujúci (okrem dôchodcov);3
SK0;Slovenská republika;muž;43;základné vzdelanie (bližšie neuvedené);nezamestnaný;56
SK0;Slovenská republika;muž;43;základné vzdelanie (bližšie neuvedené);dôchodca;3
SK0;Slovenská republika;muž;43;základné vzdelanie (bližšie neuvedené);iná;2
SK0;Slovenská republika;muž;43;základné vzdelanie - 1. stupeň základnej školy;nezistené;2
SK0;Slovenská republika;muž;43;základné vzdelanie - 1. stupeň základnej školy;pracujúci (okrem dôchodcov);341
SK0;Slovenská republika;muž;43;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;15
SK0;Slovenská republika;muž;43;základné vzdelanie - 1. stupeň základnej školy;osoba na materskej dovolenke;1
SK0;Slovenská republika;muž;43;základné vzdelanie - 1. stupeň základnej školy;nezamestnaný;114
SK0;Slovenská republika;muž;43;základné vzdelanie - 1. stupeň základnej školy;osoba v domácnosti;138
SK0;Slovenská republika;muž;43;základné vzdelanie - 1. stupeň základnej školy;dôchodca;98
SK0;Slovenská republika;muž;43;základné vzdelanie - 1. stupeň základnej školy;iná;5
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;nezistené;24
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;pracujúci (okrem dôchodcov);1200
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;79
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;osoba na rodičovskej dovolenke;2
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;nezamestnaný;454
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;osoba v domácnosti;498
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;dôchodca;216
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;príjemca kapitálových príjmov;3
SK0;Slovenská republika;muž;43;základné vzdelanie - 2. stupeň základnej školy;iná;55
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);pracujúci (okrem dôchodcov);28
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);pracujúci dôchodca;4
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);nezamestnaný;61
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;4
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);iná;50
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezistené;7
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci (okrem dôchodcov);524
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;26
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);osoba na rodičovskej dovolenke;2
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezamestnaný;78
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);osoba v domácnosti;112
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;50
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);iná;2
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezistené;59
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci (okrem dôchodcov);8588
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;409
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;osoba na materskej dovolenke;13
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;osoba na rodičovskej dovolenke;9
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezamestnaný;672
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;osoba v domácnosti;542
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;349
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;príjemca kapitálových príjmov;5
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;iná;21
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezistené;9
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci (okrem dôchodcov);1185
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;53
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;osoba na materskej dovolenke;2
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;osoba na rodičovskej dovolenke;1
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezamestnaný;92
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;osoba v domácnosti;67
SK0;Slovenská republika;muž;43;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;31
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou (bližšie neuvedené);nezistené;1
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci (okrem dôchodcov);9
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;2
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;1
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezistené;12
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci (okrem dôchodcov);4267
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;166
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;osoba na materskej dovolenke;4
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;osoba na rodičovskej dovolenke;3
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezamestnaný;224
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;študent vysokej školy;7
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;osoba v domácnosti;169
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;103
