"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Vzdelanie";"abs."
SK0319;Okres Turčianske Teplice;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);78
SK0319;Okres Turčianske Teplice;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);70
SK0319;Okres Turčianske Teplice;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);220
SK0319;Okres Turčianske Teplice;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";821
SK0319;Okres Turčianske Teplice;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";45
SK0319;Okres Turčianske Teplice;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;14
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);dôverné;43
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);nezistené;39
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);6
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;49
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;451
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);78
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;376
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;66
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);5
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;72
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;333
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;80
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);51
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);35
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);15
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);2
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);5
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";109
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";6
SK0319;Okres Turčianske Teplice;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;4
SK031A;Okres Tvrdošín;muž;predproduktívny vek (0-14 rokov);nezistené;35
SK031A;Okres Tvrdošín;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;890
SK031A;Okres Tvrdošín;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;2339
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);dôverné;42
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);nezistené;310
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);4
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;181
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;1270
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);24
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);231
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;3021
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;394
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);1
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1639
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;1980
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;692
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);551
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);49
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);50
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);2
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);380
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1587
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";69
SK031A;Okres Tvrdošín;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;133
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);dôverné;43
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);nezistené;32
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);4
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;31
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;344
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);46
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;701
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;50
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);3
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;144
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;279
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;52
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);62
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);24
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);14
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);8
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";232
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";8
SK031A;Okres Tvrdošín;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;1
SK031A;Okres Tvrdošín;žena;predproduktívny vek (0-14 rokov);dôverné;1
SK031A;Okres Tvrdošín;žena;predproduktívny vek (0-14 rokov);nezistené;30
SK031A;Okres Tvrdošín;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;925
SK031A;Okres Tvrdošín;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;1
SK031A;Okres Tvrdošín;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;2107
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);dôverné;33
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);nezistené;164
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);2
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;143
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;1313
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);3
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);142
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1586
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;259
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);2
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;855
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;2233
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;1034
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);482
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);117
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);116
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);692
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";2417
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";96
SK031A;Okres Tvrdošín;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;16
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);dôverné;32
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);nezistené;46
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);3
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;92
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;1075
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);130
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;530
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;101
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;120
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;483
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;161
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);79
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);59
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);16
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);11
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";183
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";11
SK031A;Okres Tvrdošín;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;3
SK031B;Okres Žilina;muž;predproduktívny vek (0-14 rokov);nezistené;118
SK031B;Okres Žilina;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;3642
SK031B;Okres Žilina;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;9603
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);dôverné;72
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);nezistené;2558
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);29
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;654
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;3880
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);152
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);669
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;11781
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1429
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);15
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;5329
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;8747
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;2859
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);3146
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);246
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);283
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);4
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);1692
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";10475
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";925
SK031B;Okres Žilina;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;136
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);dôverné;26
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);nezistené;264
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);12
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;89
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;621
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);3
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);216
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;3525
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;245
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);33
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;716
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;1580
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;275
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);425
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);82
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);120
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);2
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);57
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";2248
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";318
SK031B;Okres Žilina;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;11
SK031B;Okres Žilina;žena;predproduktívny vek (0-14 rokov);nezistené;94
SK031B;Okres Žilina;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;3458
SK031B;Okres Žilina;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;3
SK031B;Okres Žilina;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;8861
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);dôverné;58
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);nezistené;1494
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);32
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;464
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;4040
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);33
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);530
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;7159
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;987
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);25
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2865
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;10390
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;4185
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);1
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);2497
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);595
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);626
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);2
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);2758
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";13914
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";844
SK031B;Okres Žilina;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;102
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);dôverné;10
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);nezistené;349
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);45
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;311
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;2724
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);629
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;3356
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;516
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);33
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;564
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;3219
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;1250
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);530
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);273
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);208
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);80
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1787
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";136
SK031B;Okres Žilina;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;27
SK0321;Okres Banská Bystrica;muž;predproduktívny vek (0-14 rokov);nezistené;36
SK0321;Okres Banská Bystrica;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2111
SK0321;Okres Banská Bystrica;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;3
SK0321;Okres Banská Bystrica;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;5703
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);dôverné;74
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);nezistené;1813
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);32
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;397
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;2642
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);80
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);494
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;5047
SK0321;Okres Banská Bystrica;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;635
